customer_id,tenure_months,monthly_charges,contract_type,num_support_tickets,avg_satisfaction_score,customer_notes,churn_label
CUST-000014,56,58.32,two-year,1,7.03,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Customer pricing service team feedback experience service service. Primary issue category: service outage.,0
CUST-000015,52,98.32,month-to-month,5,6.84,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Followup service pricing pricing experience support renewal followup.,0
CUST-000016,29,99.71,month-to-month,4,6.76,The customer mentioned the portal is easy to use. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Stability contract feedback followup usage customer pricing contract.,0
CUST-000017,24,90.36,month-to-month,2,5.77,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: contract clarification.,0
CUST-000018,39,105.05,month-to-month,4,6.39,The customer mentioned the portal is easy to use. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Followup customer feedback usage contract usage billing usage.,1
CUST-000019,24,59.27,two-year,2,4.22,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000020,34,92.6,one-year,1,5.8,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Billing service review team stability billing renewal experience.,0
CUST-000021,28,78.56,one-year,2,5.43,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000022,17,130.73,month-to-month,2,5.86,The team scheduled a check-in call for next month. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000023,29,47.09,two-year,0,7.06,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Contract review stability followup billing billing customer usage.,0
CUST-000024,55,50.35,two-year,2,6.31,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000025,12,79.7,one-year,1,6.73,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000026,9,91.94,month-to-month,4,6.48,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: contract clarification.,1
CUST-000027,18,112.06,month-to-month,2,6.53,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000028,34,72.52,month-to-month,3,6.29,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000029,28,95.63,month-to-month,2,5.55,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Billing account experience billing experience account service billing.,0
CUST-000030,34,86.15,one-year,6,5.71,The team scheduled a check-in call for next month. The customer opened 6 support ticket(s) in the recent review window. Internal follow-up note: Stability stability customer pricing experience stability contract support.,1
CUST-000031,20,82.27,one-year,2,7.8,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Customer customer renewal team pricing feedback followup billing.,0
CUST-000032,28,50.51,two-year,1,6.61,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Pricing support feedback team renewal team contract experience.,0
CUST-000033,44,99.79,month-to-month,3,6.0,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Support stability review billing stability pricing renewal billing.,0
CUST-000034,26,100.53,month-to-month,5,7.01,They appreciate the current pricing plan. The customer opened 5 support ticket(s) in the recent review window.,1
CUST-000035,31,90.81,month-to-month,4,4.91,The team scheduled a check-in call for next month. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000036,22,86.9,month-to-month,4,8.4,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000037,14,88.65,month-to-month,2,5.42,They contacted support for standard account maintenance. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000038,35,80.6,month-to-month,2,6.77,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000039,42,89.41,month-to-month,2,5.47,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000040,24,72.12,one-year,2,8.67,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Renewal pricing experience contract review feedback billing billing.,0
CUST-000041,11,74.14,month-to-month,2,6.27,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000042,33,48.38,two-year,0,7.0,The customer mentioned the portal is easy to use. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Customer experience customer contract billing customer contract renewal.,0
CUST-000043,30,60.07,one-year,2,6.74,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Service billing experience customer pricing customer feedback account.,0
CUST-000044,19,87.69,month-to-month,1,7.52,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: contract clarification.,1
CUST-000045,72,59.62,two-year,1,7.26,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000046,56,70.01,one-year,1,7.02,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Pricing experience review followup support team review feedback.,0
CUST-000047,30,89.61,month-to-month,0,3.32,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Followup account support service stability support support account.,0
CUST-000048,31,73.64,month-to-month,5,5.18,They contacted support for standard account maintenance. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Stability account renewal usage stability review customer usage.,1
CUST-000049,56,87.52,one-year,2,6.75,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000050,47,75.79,month-to-month,4,6.94,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: billing issue.,0
CUST-000051,21,78.15,month-to-month,2,8.2,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000052,31,89.17,month-to-month,1,6.76,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: login trouble.,0
CUST-000053,21,46.51,one-year,1,8.06,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Renewal account experience pricing account contract experience team.,0
CUST-000054,24,60.61,one-year,3,4.98,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000055,11,87.76,one-year,3,7.49,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Team feedback account contract support experience review billing. Primary issue category: setup assistance.,0
CUST-000056,26,47.0,one-year,2,5.01,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000057,55,94.65,month-to-month,2,5.21,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000058,20,105.56,month-to-month,1,6.78,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000059,23,78.69,month-to-month,3,8.55,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Account contract team renewal billing followup account team.,0
CUST-000060,16,89.21,month-to-month,4,6.4,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000061,18,88.43,one-year,4,8.25,The customer mentioned the portal is easy to use. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000062,18,78.22,month-to-month,4,5.14,There was a general inquiry about available add-ons. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: setup assistance.,0
CUST-000063,23,96.01,month-to-month,1,8.02,They contacted support for standard account maintenance. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Followup account followup account contract customer contract stability.,1
CUST-000064,25,62.1,one-year,4,5.38,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000065,49,60.49,one-year,3,6.54,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Review usage support billing stability pricing stability followup. Primary issue category: setup assistance.,0
CUST-000066,32,71.05,month-to-month,2,6.6,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000067,50,83.8,month-to-month,2,7.2,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000068,34,98.09,month-to-month,4,5.64,The account owner requested a routine plan review. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Followup contract support customer usage pricing account customer.,1
CUST-000069,32,79.66,month-to-month,2,5.95,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000070,36,63.72,month-to-month,2,7.64,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Stability support experience team stability review feedback account.,1
CUST-000071,12,70.68,month-to-month,2,8.49,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000072,39,86.5,month-to-month,2,5.75,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000073,37,88.16,two-year,2,4.69,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000074,19,90.09,month-to-month,4,6.79,They contacted support for standard account maintenance. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000075,24,78.26,month-to-month,4,5.16,They contacted support for standard account maintenance. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: feature request.,1
CUST-000076,17,95.67,month-to-month,5,4.86,The account owner requested a routine plan review. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Account billing stability customer support customer service customer. Primary issue category: login trouble.,0
CUST-000077,10,82.85,month-to-month,2,7.59,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000078,23,66.56,one-year,3,5.27,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: service outage.,0
CUST-000079,19,71.16,month-to-month,3,6.16,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: billing issue.,0
CUST-000080,18,92.48,one-year,4,6.33,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000081,23,36.31,one-year,3,8.54,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000082,3,98.63,month-to-month,4,6.02,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: login trouble.,1
CUST-000083,19,66.09,one-year,3,5.11,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000084,54,73.26,month-to-month,4,5.35,The team scheduled a check-in call for next month. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Support feedback customer experience team team service renewal. Primary issue category: contract clarification.,0
CUST-000085,51,102.69,month-to-month,3,5.31,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000086,23,73.86,month-to-month,2,5.16,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000087,22,62.52,one-year,1,5.46,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,1
CUST-000088,2,85.81,month-to-month,2,7.23,The account owner requested a routine plan review. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Contract usage team renewal stability review billing review.,1
CUST-000089,15,91.09,month-to-month,1,8.15,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000090,36,75.33,month-to-month,5,5.16,The customer left brief feedback without strong sentiment. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000091,17,62.91,month-to-month,2,7.0,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000092,44,55.96,one-year,1,7.08,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Pricing followup feedback usage billing feedback feedback contract.,0
CUST-000093,42,98.38,month-to-month,4,6.24,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000094,14,86.53,month-to-month,3,6.78,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000095,24,90.0,month-to-month,2,3.72,The customer left brief feedback without strong sentiment. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: login trouble.,1
CUST-000096,56,63.34,one-year,1,6.41,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000097,6,77.69,month-to-month,3,7.21,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000098,17,108.43,month-to-month,6,4.56,They reported unresolved billing disputes this month. The customer opened 6 support ticket(s) in the recent review window. Internal follow-up note: Team experience customer billing experience service renewal billing. Primary issue category: billing issue.,1
CUST-000099,6,84.29,month-to-month,4,6.37,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: service outage.,1
CUST-000100,20,59.19,two-year,2,7.09,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000101,67,75.35,two-year,1,6.46,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Contract pricing usage support renewal team usage account.,0
CUST-000102,17,62.83,one-year,0,9.03,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000103,3,79.13,month-to-month,1,9.27,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: feature request.,0
CUST-000104,36,62.66,two-year,3,6.59,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: contract clarification.,0
CUST-000105,19,72.58,one-year,3,5.86,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Renewal experience support customer contract stability feedback team.,0
CUST-000106,25,75.13,one-year,0,4.17,The onboarding experience was smooth. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000107,30,111.88,month-to-month,2,5.95,The team scheduled a check-in call for next month. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000108,40,85.51,month-to-month,2,4.58,The team scheduled a check-in call for next month. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000109,34,48.59,month-to-month,5,6.33,The customer mentioned the portal is easy to use. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000110,34,67.45,two-year,2,6.74,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000111,29,83.31,month-to-month,3,7.05,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000112,20,85.01,month-to-month,3,7.89,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000113,43,83.7,month-to-month,2,6.99,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000114,37,80.94,month-to-month,6,7.62,Network performance has improved over the last quarter. The customer opened 6 support ticket(s) in the recent review window.,0
CUST-000115,72,78.26,month-to-month,4,5.61,The team scheduled a check-in call for next month. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,0
CUST-000116,40,70.38,two-year,4,4.55,Recent support interactions were helpful and professional. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Account team review billing renewal stability contract review.,0
CUST-000117,14,65.89,one-year,5,4.24,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000118,15,60.03,one-year,4,5.41,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000119,21,126.55,month-to-month,3,6.46,The customer left brief feedback without strong sentiment. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,0
CUST-000120,13,63.64,one-year,1,6.07,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Team usage contract experience contract account usage team. Primary issue category: billing issue.,0
CUST-000121,13,75.06,one-year,1,6.98,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Followup service review team feedback account customer support. Primary issue category: billing issue.,0
CUST-000122,28,50.02,one-year,0,7.33,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000123,15,86.93,month-to-month,4,6.27,The account owner requested a routine plan review. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000124,13,72.59,month-to-month,3,7.01,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Team contract experience renewal pricing review review review.,1
CUST-000125,7,80.55,month-to-month,5,6.48,The account owner requested a routine plan review. The customer opened 5 support ticket(s) in the recent review window. Primary issue category: feature request.,1
CUST-000126,2,102.27,month-to-month,1,7.84,The customer left brief feedback without strong sentiment. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: setup assistance.,0
CUST-000127,52,85.61,month-to-month,2,6.57,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Customer support account stability account team support pricing.,0
CUST-000128,51,86.96,month-to-month,7,6.28,The customer left brief feedback without strong sentiment. The customer opened 7 support ticket(s) in the recent review window.,0
CUST-000129,38,56.36,month-to-month,4,4.97,The customer left brief feedback without strong sentiment. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000130,32,95.96,one-year,0,5.37,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window.,1
CUST-000131,14,68.79,month-to-month,6,4.36,The account owner requested a routine plan review. The customer opened 6 support ticket(s) in the recent review window.,1
CUST-000132,33,84.46,two-year,2,6.84,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Review review review customer feedback support stability account.,0
CUST-000133,19,86.88,one-year,4,7.31,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000134,24,91.76,month-to-month,2,6.07,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000135,14,61.51,one-year,4,5.48,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: login trouble.,0
CUST-000136,33,84.18,month-to-month,2,6.5,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Contract team experience billing followup feedback pricing stability.,0
CUST-000137,59,53.41,two-year,3,6.87,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000138,10,86.61,month-to-month,2,5.83,The customer asked for a usage summary before renewal. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000139,21,68.72,one-year,1,6.23,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Service feedback renewal review feedback renewal followup stability.,0
CUST-000140,24,55.14,month-to-month,4,3.8,They contacted support for standard account maintenance. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000141,4,102.98,month-to-month,3,5.59,The customer left brief feedback without strong sentiment. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: billing issue.,1
CUST-000142,5,85.96,month-to-month,3,7.2,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: feature request.,1
CUST-000143,58,53.21,two-year,0,7.33,The onboarding experience was smooth. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000144,28,75.12,month-to-month,4,5.32,The account owner requested a routine plan review. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000145,14,90.5,month-to-month,4,7.64,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: billing issue.,0
CUST-000146,22,71.53,month-to-month,1,5.67,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Service feedback contract customer billing support pricing stability.,1
CUST-000147,15,53.73,month-to-month,4,7.54,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Team feedback renewal pricing service customer pricing followup.,1
CUST-000148,24,89.38,month-to-month,1,8.74,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000149,16,92.39,month-to-month,6,5.28,There was a general inquiry about available add-ons. The customer opened 6 support ticket(s) in the recent review window.,1
CUST-000150,21,81.43,month-to-month,2,5.37,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000151,35,46.63,two-year,0,9.65,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: contract clarification.,0
CUST-000152,34,64.13,two-year,0,7.03,The onboarding experience was smooth. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000153,56,58.5,month-to-month,2,6.53,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Contract experience usage stability support contract feedback service.,0
CUST-000154,29,68.4,month-to-month,2,7.53,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Service support team renewal customer renewal billing account.,0
CUST-000155,23,73.35,month-to-month,2,6.81,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Account followup followup customer support pricing review account.,0
CUST-000156,61,78.82,one-year,2,8.07,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000157,19,79.5,month-to-month,1,6.63,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Stability usage contract support customer team followup usage.,0
CUST-000158,21,65.95,one-year,1,6.88,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000159,38,96.53,one-year,4,5.23,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Service experience support customer stability renewal customer team. Primary issue category: setup assistance.,0
CUST-000160,27,76.07,one-year,1,7.43,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000161,22,88.79,month-to-month,2,6.62,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Account renewal review service usage account review billing.,1
CUST-000162,39,56.8,two-year,1,6.86,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000163,16,76.77,month-to-month,3,6.13,The team scheduled a check-in call for next month. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Support pricing support stability billing feedback pricing customer. Primary issue category: service outage.,1
CUST-000164,2,57.03,month-to-month,3,5.94,The customer is frustrated with repeated service interruptions. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,1
CUST-000165,39,94.54,month-to-month,2,4.99,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000166,13,91.94,month-to-month,3,8.13,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000167,36,60.01,two-year,2,8.16,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: service outage.,0
CUST-000168,23,69.94,one-year,1,6.15,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,1
CUST-000169,37,91.65,month-to-month,3,7.21,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000170,22,43.27,two-year,3,7.41,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000171,49,70.92,month-to-month,3,6.68,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Team service stability review billing team billing billing.,0
CUST-000172,17,69.03,month-to-month,2,4.44,There was a general inquiry about available add-ons. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Customer stability service billing usage customer account review.,0
CUST-000173,38,105.96,month-to-month,5,3.78,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window.,1
CUST-000174,36,74.78,two-year,1,5.4,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Followup renewal stability customer feedback team contract customer.,1
CUST-000175,68,48.16,month-to-month,1,4.82,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,1
CUST-000176,29,61.59,month-to-month,4,6.99,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000177,48,77.51,month-to-month,1,7.1,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000178,24,58.07,two-year,1,6.92,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Pricing pricing pricing customer customer stability followup contract.,0
CUST-000179,36,43.98,two-year,1,4.6,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Feedback stability support followup followup service customer service.,0
CUST-000180,42,95.67,one-year,2,4.29,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000181,47,64.92,two-year,0,7.83,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: contract clarification.,0
CUST-000182,37,68.99,two-year,1,9.48,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000183,9,76.69,month-to-month,3,5.7,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: login trouble.,0
CUST-000184,27,93.25,month-to-month,3,6.76,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000185,69,61.67,one-year,3,6.32,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000186,35,65.73,one-year,2,6.4,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Service billing followup pricing customer service account account.,0
CUST-000187,19,93.13,month-to-month,4,7.87,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window.,0
